filename,label
Image_2363.jpg,RED ADMIRAL
Image_1905.jpg,MOURNING CLOAK
Image_1624.jpg,PAINTED LADY
Image_2565.jpg,MONARCH
Image_3883.jpg,AN 88
Image_4879.jpg,RED CRACKER
Image_1608.jpg,IPHICLUS SISTER
Image_3689.jpg,RED ADMIRAL
Image_1383.jpg,COMMON WOOD-NYMPH
Image_171.jpg,ULYSES
Image_432.jpg,TROPICAL LEAFWING
Image_3830.jpg,MOURNING CLOAK
Image_1959.jpg,CHESTNUT
Image_3510.jpg,RED CRACKER
Image_4327.jpg,RED CRACKER
Image_366.jpg,AMERICAN SNOOT
Image_1903.jpg,PIPEVINE SWALLOW
Image_4682.jpg,RED ADMIRAL
Image_1540.jpg,INDRA SWALLOW
Image_3647.jpg,ULYSES
Image_4005.jpg,RED CRACKER
Image_3419.jpg,IPHICLUS SISTER
Image_3407.jpg,STRAITED QUEEN
Image_4388.jpg,EASTERN COMA
Image_1832.jpg,BANDED ORANGE HELICONIAN
Image_4586.jpg,GREAT EGGFLY
Image_2169.jpg,GREY HAIRSTREAK
Image_2551.jpg,BLUE SPOTTED CROW
Image_3955.jpg,APPOLLO
Image_517.jpg,PINE WHITE
Image_3039.jpg,CLEOPATRA
Image_229.jpg,TWO BARRED FLASHER
Image_397.jpg,DANAID EGGFLY
Image_2226.jpg,MOURNING CLOAK
Image_5069.jpg,PIPEVINE SWALLOW
Image_190.jpg,PINE WHITE
Image_3676.jpg,WOOD SATYR
Image_4794.jpg,GREEN CELLED CATTLEHEART
Image_5034.jpg,PAINTED LADY
Image_2481.jpg,EASTERN PINE ELFIN
Image_3894.jpg,RED CRACKER
Image_2056.jpg,TROPICAL LEAFWING
Image_3435.jpg,AMERICAN SNOOT
Image_1910.jpg,CLODIUS PARNASSIAN
Image_2228.jpg,PAPER KITE
Image_362.jpg,EASTERN PINE ELFIN
Image_2026.jpg,EASTERN PINE ELFIN
Image_3848.jpg,BANDED ORANGE HELICONIAN
Image_2542.jpg,MANGROVE SKIPPER
Image_3358.jpg,BROWN SIPROETA
Image_3249.jpg,COMMON BANDED AWL
Image_534.jpg,CABBAGE WHITE
Image_5112.jpg,MANGROVE SKIPPER
Image_2175.jpg,BROWN SIPROETA
Image_3444.jpg,TROPICAL LEAFWING
Image_5047.jpg,CRIMSON PATCH
Image_3809.jpg,GREY HAIRSTREAK
Image_3918.jpg,COPPER TAIL
Image_544.jpg,RED ADMIRAL
Image_2171.jpg,YELLOW SWALLOW TAIL
Image_566.jpg,TROPICAL LEAFWING
Image_1894.jpg,SILVER SPOT SKIPPER
Image_4418.jpg,APPOLLO
Image_4147.jpg,MILBERTS TORTOISESHELL
Image_3657.jpg,TWO BARRED FLASHER
Image_239.jpg,SCARCE SWALLOW
Image_824.jpg,APPOLLO
Image_2657.jpg,PAPER KITE
Image_152.jpg,COPPER TAIL
Image_348.jpg,GREEN CELLED CATTLEHEART
Image_4667.jpg,INDRA SWALLOW
Image_4711.jpg,COPPER TAIL
Image_2693.jpg,STRAITED QUEEN
Image_1663.jpg,SLEEPY ORANGE
Image_1197.jpg,CABBAGE WHITE
Image_990.jpg,AMERICAN SNOOT
Image_203.jpg,IPHICLUS SISTER
Image_4579.jpg,EASTERN COMA
Image_3968.jpg,GOLD BANDED
Image_3324.jpg,AN 88
Image_4920.jpg,CLODIUS PARNASSIAN
Image_847.jpg,SOUTHERN DOGFACE
Image_751.jpg,PIPEVINE SWALLOW
Image_4897.jpg,ORANGE OAKLEAF
Image_2361.jpg,VICEROY
Image_2231.jpg,MONARCH
Image_3505.jpg,SLEEPY ORANGE
Image_107.jpg,AFRICAN GIANT SWALLOWTAIL
Image_4129.jpg,BLUE MORPHO
Image_4976.jpg,MESTRA
Image_4376.jpg,GREEN CELLED CATTLEHEART
Image_2149.jpg,ORANGE TIP
Image_4654.jpg,CRIMSON PATCH
Image_3189.jpg,METALMARK
Image_2195.jpg,BLACK HAIRSTREAK
Image_3061.jpg,LARGE MARBLE
Image_1667.jpg,INDRA SWALLOW
Image_18.jpg,JULIA
Image_408.jpg,BLUE MORPHO
Image_616.jpg,TWO BARRED FLASHER
Image_3851.jpg,SOOTYWING
Image_1833.jpg,SOOTYWING
Image_2027.jpg,GOLD BANDED
Image_3772.jpg,COPPER TAIL
Image_3023.jpg,CHECQUERED SKIPPER
Image_3724.jpg,MOURNING CLOAK
Image_42.jpg,MONARCH
Image_4401.jpg,RED CRACKER
Image_3404.jpg,AFRICAN GIANT SWALLOWTAIL
Image_1036.jpg,MONARCH
Image_128.jpg,CRECENT
Image_1514.jpg,GREEN CELLED CATTLEHEART
Image_3290.jpg,PAPER KITE
Image_3867.jpg,EASTERN DAPPLE WHITE
Image_4659.jpg,PEACOCK
Image_1180.jpg,POPINJAY
Image_2533.jpg,PURPLISH COPPER
Image_2279.jpg,SCARCE SWALLOW
Image_4745.jpg,BANDED ORANGE HELICONIAN
Image_4639.jpg,COMMON WOOD-NYMPH
Image_4045.jpg,GREAT EGGFLY
Image_482.jpg,ADONIS
Image_4022.jpg,SOUTHERN DOGFACE
Image_1101.jpg,RED ADMIRAL
Image_4605.jpg,CLEOPATRA
Image_25.jpg,QUESTION MARK
Image_333.jpg,EASTERN PINE ELFIN
Image_2643.jpg,TROPICAL LEAFWING
Image_2885.jpg,PEACOCK
Image_3567.jpg,PIPEVINE SWALLOW
Image_4998.jpg,ATALA
Image_3157.jpg,CRECENT
Image_202.jpg,EASTERN DAPPLE WHITE
Image_5140.jpg,ORANGE OAKLEAF
Image_1140.jpg,ORANGE OAKLEAF
Image_269.jpg,BECKERS WHITE
Image_3699.jpg,MANGROVE SKIPPER
Image_2071.jpg,MESTRA
Image_1201.jpg,RED CRACKER
Image_2646.jpg,BLUE SPOTTED CROW
Image_3402.jpg,PEACOCK
Image_2254.jpg,ORANGE OAKLEAF
Image_969.jpg,MOURNING CLOAK
Image_2318.jpg,DANAID EGGFLY
Image_4277.jpg,ORANGE TIP
Image_529.jpg,AMERICAN SNOOT
Image_3591.jpg,ORANGE TIP
Image_1354.jpg,EASTERN COMA
Image_4163.jpg,ULYSES
Image_102.jpg,GREY HAIRSTREAK
Image_3080.jpg,JULIA
Image_843.jpg,SOUTHERN DOGFACE
Image_1505.jpg,GREAT JAY
Image_4269.jpg,MALACHITE
Image_2635.jpg,ATALA
Image_1974.jpg,COMMON BANDED AWL
Image_4422.jpg,RED CRACKER
Image_5135.jpg,WOOD SATYR
Image_604.jpg,GREY HAIRSTREAK
Image_1404.jpg,MOURNING CLOAK
Image_4906.jpg,GOLD BANDED
Image_4286.jpg,TROPICAL LEAFWING
Image_354.jpg,COMMON BANDED AWL
Image_839.jpg,PEACOCK
Image_920.jpg,QUESTION MARK
Image_1044.jpg,QUESTION MARK
Image_349.jpg,ZEBRA LONG WING
Image_4903.jpg,METALMARK
Image_1690.jpg,INDRA SWALLOW
Image_311.jpg,SCARCE SWALLOW
Image_2592.jpg,CRIMSON PATCH
Image_760.jpg,CABBAGE WHITE
Image_4188.jpg,RED ADMIRAL
Image_5179.jpg,BLACK HAIRSTREAK
Image_1162.jpg,TWO BARRED FLASHER
Image_3708.jpg,VICEROY
Image_263.jpg,BROWN SIPROETA
Image_1343.jpg,RED SPOTTED PURPLE
Image_4119.jpg,CLODIUS PARNASSIAN
Image_1231.jpg,CRECENT
Image_4421.jpg,COMMON BANDED AWL
Image_1949.jpg,QUESTION MARK
Image_4237.jpg,PURPLISH COPPER
Image_3824.jpg,GOLD BANDED
Image_1748.jpg,SOUTHERN DOGFACE
Image_156.jpg,GOLD BANDED
Image_1846.jpg,SCARCE SWALLOW
Image_3012.jpg,LARGE MARBLE
Image_3573.jpg,DANAID EGGFLY
Image_2389.jpg,RED CRACKER
Image_871.jpg,CLEOPATRA
Image_3822.jpg,VICEROY
Image_925.jpg,RED SPOTTED PURPLE
Image_1402.jpg,ADONIS
Image_5025.jpg,CLODIUS PARNASSIAN
Image_1613.jpg,ADONIS
Image_2769.jpg,CRIMSON PATCH
Image_3215.jpg,BLUE SPOTTED CROW
Image_5041.jpg,SLEEPY ORANGE
Image_3730.jpg,MESTRA
Image_2783.jpg,TROPICAL LEAFWING
Image_4712.jpg,LARGE MARBLE
Image_3642.jpg,VICEROY
Image_4641.jpg,LARGE MARBLE
Image_61.jpg,SCARCE SWALLOW
Image_4673.jpg,PURPLE HAIRSTREAK
Image_1295.jpg,ORANGE OAKLEAF
Image_5081.jpg,PINE WHITE
Image_4122.jpg,ORCHARD SWALLOW
Image_2918.jpg,ORCHARD SWALLOW
Image_5050.jpg,MILBERTS TORTOISESHELL
Image_4254.jpg,EASTERN COMA
Image_4573.jpg,EASTERN PINE ELFIN
Image_4307.jpg,GREAT EGGFLY
Image_421.jpg,ORCHARD SWALLOW
Image_2969.jpg,YELLOW SWALLOW TAIL
Image_1744.jpg,RED SPOTTED PURPLE
Image_3895.jpg,RED POSTMAN
Image_2852.jpg,EASTERN DAPPLE WHITE
Image_4106.jpg,RED ADMIRAL
Image_931.jpg,CHESTNUT
Image_4720.jpg,JULIA
Image_1090.jpg,RED ADMIRAL
Image_155.jpg,BROWN SIPROETA
Image_4295.jpg,JULIA
Image_2168.jpg,EASTERN PINE ELFIN
Image_1595.jpg,QUESTION MARK
Image_1075.jpg,CLODIUS PARNASSIAN
Image_4778.jpg,MOURNING CLOAK
Image_2662.jpg,CRIMSON PATCH
Image_4352.jpg,PURPLISH COPPER
Image_3472.jpg,ZEBRA LONG WING
Image_905.jpg,BECKERS WHITE
Image_296.jpg,PINE WHITE
Image_2914.jpg,GREAT JAY
Image_2771.jpg,CLOUDED SULPHUR
Image_4715.jpg,MESTRA
Image_2348.jpg,TROPICAL LEAFWING
Image_3292.jpg,PURPLISH COPPER
Image_2407.jpg,GREAT JAY
Image_4578.jpg,QUESTION MARK
Image_4809.jpg,GREEN CELLED CATTLEHEART
Image_3299.jpg,RED POSTMAN
Image_1398.jpg,EASTERN PINE ELFIN
Image_1989.jpg,ORCHARD SWALLOW
Image_5022.jpg,EASTERN DAPPLE WHITE
Image_516.jpg,CAIRNS BIRDWING
Image_4869.jpg,SLEEPY ORANGE
Image_5163.jpg,CRIMSON PATCH
Image_3434.jpg,PURPLISH COPPER
Image_4343.jpg,ORCHARD SWALLOW
Image_3282.jpg,MALACHITE
Image_5165.jpg,CLOUDED SULPHUR
Image_404.jpg,SILVER SPOT SKIPPER
Image_3403.jpg,MANGROVE SKIPPER
Image_3821.jpg,DANAID EGGFLY
Image_1878.jpg,CHECQUERED SKIPPER
Image_4901.jpg,EASTERN PINE ELFIN
Image_4491.jpg,EASTERN PINE ELFIN
Image_3789.jpg,EASTERN COMA
Image_764.jpg,CLOUDED SULPHUR
Image_4507.jpg,CABBAGE WHITE
Image_2535.jpg,CHESTNUT
Image_4074.jpg,CLEOPATRA
Image_3284.jpg,EASTERN DAPPLE WHITE
Image_686.jpg,CLOUDED SULPHUR
Image_695.jpg,METALMARK
Image_1119.jpg,SOUTHERN DOGFACE
Image_4268.jpg,COMMON BANDED AWL
Image_1845.jpg,JULIA
Image_3790.jpg,SOUTHERN DOGFACE
Image_1339.jpg,RED POSTMAN
Image_4475.jpg,SOOTYWING
Image_519.jpg,COPPER TAIL
Image_4299.jpg,CAIRNS BIRDWING
Image_450.jpg,PINE WHITE
Image_1165.jpg,CHECQUERED SKIPPER
Image_343.jpg,ORANGE TIP
Image_2947.jpg,PURPLISH COPPER
Image_1638.jpg,BLUE MORPHO
Image_622.jpg,SLEEPY ORANGE
Image_2292.jpg,APPOLLO
Image_4020.jpg,QUESTION MARK
Image_1192.jpg,STRAITED QUEEN
Image_806.jpg,BANDED PEACOCK
Image_133.jpg,COMMON BANDED AWL
Image_1757.jpg,PINE WHITE
Image_1033.jpg,AN 88
Image_4612.jpg,MONARCH
Image_4577.jpg,SOUTHERN DOGFACE
Image_2298.jpg,CRECENT
Image_3439.jpg,MALACHITE
Image_898.jpg,SOOTYWING
Image_4159.jpg,ORANGE OAKLEAF
Image_3625.jpg,EASTERN DAPPLE WHITE
Image_1542.jpg,CHESTNUT
Image_2699.jpg,GREAT JAY
Image_741.jpg,BECKERS WHITE
Image_2886.jpg,CLEOPATRA
Image_1320.jpg,RED ADMIRAL
Image_267.jpg,BANDED ORANGE HELICONIAN
Image_4519.jpg,CABBAGE WHITE
Image_4650.jpg,COMMON WOOD-NYMPH
Image_2704.jpg,MALACHITE
Image_3254.jpg,PIPEVINE SWALLOW
Image_1051.jpg,INDRA SWALLOW
Image_111.jpg,ATALA
Image_1781.jpg,BANDED PEACOCK
Image_834.jpg,ORANGE TIP
Image_3811.jpg,GOLD BANDED
Image_4855.jpg,GREY HAIRSTREAK
Image_1916.jpg,JULIA
Image_2576.jpg,CRECENT
Image_3516.jpg,CRIMSON PATCH
Image_1017.jpg,CHECQUERED SKIPPER
Image_2880.jpg,METALMARK
Image_3620.jpg,ULYSES
Image_4244.jpg,METALMARK
Image_2720.jpg,SILVER SPOT SKIPPER
Image_2405.jpg,PURPLISH COPPER
Image_1792.jpg,MILBERTS TORTOISESHELL
Image_1828.jpg,ATALA
Image_2296.jpg,RED ADMIRAL
Image_131.jpg,GREAT JAY
Image_1855.jpg,PEACOCK
Image_4198.jpg,ULYSES
Image_4954.jpg,SILVER SPOT SKIPPER
Image_3568.jpg,RED ADMIRAL
Image_2538.jpg,RED ADMIRAL
Image_2661.jpg,RED POSTMAN
Image_446.jpg,GREY HAIRSTREAK
Image_967.jpg,PAINTED LADY
Image_1862.jpg,CLEOPATRA
Image_3285.jpg,BROWN SIPROETA
Image_2414.jpg,IPHICLUS SISTER
Image_2767.jpg,TWO BARRED FLASHER
Image_2434.jpg,METALMARK
Image_4724.jpg,SOUTHERN DOGFACE
Image_3801.jpg,CHECQUERED SKIPPER
Image_709.jpg,EASTERN PINE ELFIN
Image_1118.jpg,DANAID EGGFLY
Image_3535.jpg,COMMON BANDED AWL
Image_3001.jpg,ORANGE TIP
Image_3227.jpg,APPOLLO
Image_811.jpg,DANAID EGGFLY
Image_1567.jpg,MANGROVE SKIPPER
Image_281.jpg,GREY HAIRSTREAK
Image_494.jpg,COMMON BANDED AWL
Image_607.jpg,MESTRA
Image_2974.jpg,GREY HAIRSTREAK
Image_4029.jpg,MONARCH
Image_4313.jpg,PAPER KITE
Image_3192.jpg,SLEEPY ORANGE
Image_1598.jpg,AN 88
Image_1252.jpg,APPOLLO
Image_2521.jpg,ZEBRA LONG WING
Image_3777.jpg,MOURNING CLOAK
Image_2859.jpg,PIPEVINE SWALLOW
Image_4740.jpg,IPHICLUS SISTER
Image_3252.jpg,CRECENT
